shipment_id,shipment_date,year,month,month_name,quarter,lane_id,origin_state,destination_state,origin_type,destination_type,volume_band,service_sensitivity,base_risk_band,strategic_priority,carrier_id,carrier_name,carrier_profile,distance_miles,weight_lbs,planned_transit_days,actual_transit_days,quoted_cost,actual_cost,cost_leakage_amount,on_time_flag,invoice_exception_flag,utilization_pct,priority_flag,carrier_hist_otif,carrier_hist_exception_rate,lane_hist_otif,lane_hist_avg_delay,lane_carrier_hist_otif,cost_per_mile_quoted,distance_x_carrier_risk,weight_util_ratio,late_risk_probability,late_risk_tier
SH001096,2024-10-24,2024,10,October,4,L006,Nevada,Georgia,Upstream Supply,Battery Hub,Low,High,High,Medium,C03,BlueRoute Transport,Balanced Performer,1900,13037.0,5,5,6238.72,6618.3,379.58,1,0,0.61,Medium,0.9563758389261745,0.0738255033557047,0.7297297297297297,0.40540540540540543,1.0,3.283536842105263,111.65703275529862,21372.131147540986,0.3815,High Risk
SH001080,2024-10-24,2024,10,October,4,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,900,15508.0,3,3,2697.77,2931.16,233.39,1,0,0.9,High,0.9694189602446484,0.08256880733944955,0.9344262295081968,-0.05737704918032787,1.0,2.9975222222222224,33.07692307692306,17231.11111111111,0.0325,Low Risk
SH001056,2024-10-24,2024,10,October,4,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C02,Titan Logistics,Premium / High Reliability,250,14013.0,1,1,647.91,619.96,-27.95,1,1,0.78,Medium,0.9695121951219512,0.08231707317073171,0.9659090909090909,0.03409090909090909,0.9629629629629629,2.59164,9.188034188034184,17965.384615384613,0.0466,Low Risk
SH001015,2024-10-24,2024,10,October,4,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,1200,20521.0,3,4,3076.11,3192.69,116.58,0,1,0.95,High,0.8465346534653465,0.11386138613861387,0.926829268292683,0.006097560975609756,0.84375,2.563425,228.8065843621399,21601.052631578947,0.6445,Critical Risk
SH001011,2024-10-25,2024,10,October,4,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,1200,23663.0,3,3,3079.74,3330.89,251.15,1,0,0.85,High,0.8423645320197044,0.11822660098522167,0.9212121212121213,0.012121212121212121,0.8181818181818182,2.5664499999999997,228.8065843621399,27838.823529411766,0.394,High Risk
SH001043,2024-10-25,2024,10,October,4,L002,Texas,Michigan,Processing Hub,EV Manufacturing Hub,High,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,1350,16748.0,3,3,3272.92,3341.82,68.9,1,0,0.87,High,0.9065743944636678,0.08304498269896193,0.9402985074626866,0.029850746268656716,0.9629629629629629,2.4243851851851854,164.38159156279954,19250.57471264368,0.3069,High Risk
SH001012,2024-10-26,2024,10,October,4,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,1200,25282.0,3,3,3120.29,3008.31,-111.98,1,0,0.9,High,0.8431372549019608,0.11764705882352941,0.9216867469879518,0.012048192771084338,0.8235294117647058,2.600241666666667,228.8065843621399,28091.11111111111,0.38,High Risk
SH001075,2024-10-26,2024,10,October,4,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,900,13325.0,3,3,2549.17,2521.99,-27.18,1,0,0.8,High,0.9696048632218845,0.0851063829787234,0.9349593495934959,-0.056910569105691054,1.0,2.832411111111111,33.07692307692306,16656.25,0.0343,Low Risk
SH001127,2024-10-26,2024,10,October,4,L009,Georgia,Michigan,Battery Hub,EV Manufacturing Hub,Medium,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,850,22964.0,2,2,2282.89,2435.34,152.45,1,0,0.73,High,0.9565217391304348,0.07357859531772576,0.9272727272727272,0.05454545454545454,0.9655172413793104,2.6857529411764705,49.951830443159906,31457.534246575342,0.2474,Medium Risk
SH001152,2024-10-26,2024,10,October,4,L012,Georgia,Texas,Battery Hub,Processing Hub,Low,Medium,Medium,Medium,C04,Velocity Haul,Exception-Prone Carrier,900,15774.0,3,3,2426.7,2776.01,349.31,1,0,0.7,Medium,0.8439024390243902,0.11707317073170732,0.9423076923076923,-0.038461538461538464,0.7142857142857143,2.696333333333333,171.60493827160494,22534.285714285717,0.5425,Critical Risk
SH001131,2024-10-27,2024,10,October,4,L009,Georgia,Michigan,Battery Hub,EV Manufacturing Hub,Medium,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,850,21041.0,2,5,2148.06,2342.63,194.57,0,1,0.77,High,0.8446601941747572,0.11650485436893204,0.9279279279279279,0.05405405405405406,0.8571428571428571,2.527129411764706,162.07133058984908,27325.974025974025,0.5295,Critical Risk
SH001113,2024-10-27,2024,10,October,4,L008,North Carolina,Tennessee,Processing Hub,EV Manufacturing Hub,Medium,High,Low,Medium,C03,BlueRoute Transport,Balanced Performer,450,13910.0,1,1,1059.13,1105.03,45.9,1,0,0.83,Medium,0.9566666666666667,0.07333333333333333,0.972972972972973,0.05405405405405406,0.9333333333333333,2.3536222222222225,26.445086705202304,16759.036144578313,0.0706,Low Risk
SH001067,2024-10-27,2024,10,October,4,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,700,17448.0,2,2,2006.28,2135.43,129.15,1,0,0.81,High,0.9696969696969697,0.08484848484848485,0.9722222222222222,-0.16666666666666666,1.0,2.8661142857142856,25.726495726495713,21540.74074074074,0.0273,Low Risk
SH001151,2024-10-27,2024,10,October,4,L012,Georgia,Texas,Battery Hub,Processing Hub,Low,Medium,Medium,Medium,C03,BlueRoute Transport,Balanced Performer,900,12404.0,3,3,2515.59,2391.52,-124.07,1,0,0.67,Medium,0.9568106312292359,0.07308970099667775,0.9433962264150944,-0.03773584905660377,1.0,2.7951,52.89017341040461,18513.432835820895,0.2084,Medium Risk
SH001050,2024-10-27,2024,10,October,4,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C01,Apex Freight,Low Cost / Lower Reliability,250,14460.0,1,1,576.12,628.09,51.97,1,0,0.69,Medium,0.906896551724138,0.08275862068965517,0.9662921348314607,0.033707865168539325,0.9375,2.30448,30.44103547459251,20956.521739130436,0.1928,Medium Risk
SH000999,2024-10-27,2024,10,October,4,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,1200,24040.0,3,2,3198.75,2861.27,-337.48,1,1,0.72,High,0.8405797101449275,0.12077294685990338,0.9221556886227545,0.011976047904191617,0.8285714285714286,2.665625,228.8065843621399,33388.88888888889,0.4478,High Risk
SH001053,2024-10-27,2024,10,October,4,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C01,Apex Freight,Low Cost / Lower Reliability,250,15155.0,1,1,579.75,564.44,-15.31,1,0,0.76,Medium,0.9072164948453608,0.08247422680412371,0.9666666666666667,0.03333333333333333,0.9411764705882353,2.319,30.44103547459251,19940.78947368421,0.1398,Low Risk
SH001018,2024-10-28,2024,10,October,4,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,1200,23279.0,3,5,3196.8,3677.89,481.09,0,0,0.84,High,0.956953642384106,0.0728476821192053,0.9226190476190477,0.005952380952380952,0.9459459459459459,2.664,70.5202312138728,27713.09523809524,0.489,High Risk
SH001035,2024-10-28,2024,10,October,4,L002,Texas,Michigan,Processing Hub,EV Manufacturing Hub,High,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,1350,27208.0,3,3,3349.18,3195.72,-153.46,1,0,0.81,High,0.9075342465753424,0.0821917808219178,0.9407407407407408,0.02962962962962963,0.9642857142857143,2.480874074074074,164.38159156279954,33590.12345679012,0.4477,High Risk
SH001087,2024-10-28,2024,10,October,4,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,900,21272.0,3,3,2606.73,2594.14,-12.59,1,0,0.77,High,0.9697885196374623,0.08459214501510574,0.9354838709677419,-0.056451612903225805,1.0,2.8963666666666668,33.07692307692306,27625.974025974025,0.0351,Low Risk
SH001089,2024-10-28,2024,10,October,4,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,900,19583.0,3,3,2545.46,2669.82,124.36,1,0,0.8,High,0.9698795180722891,0.08433734939759036,0.936,-0.056,1.0,2.828288888888889,33.07692307692306,24478.75,0.0355,Low Risk
SH001153,2024-10-28,2024,10,October,4,L012,Georgia,Texas,Battery Hub,Processing Hub,Low,Medium,Medium,Medium,C01,Apex Freight,Low Cost / Lower Reliability,900,14047.0,3,3,2205.16,2009.14,-196.02,1,0,0.62,Medium,0.9078498293515358,0.08191126279863481,0.9444444444444444,-0.037037037037037035,0.9333333333333333,2.450177777777778,109.58772770853304,22656.451612903227,0.3436,High Risk
SH001156,2024-10-29,2024,10,October,4,L012,Georgia,Texas,Battery Hub,Processing Hub,Low,Medium,Medium,Medium,C03,BlueRoute Transport,Balanced Performer,900,17627.0,3,3,2544.08,2539.12,-4.96,1,0,0.71,Medium,0.9537953795379538,0.07260726072607261,0.9454545454545454,-0.03636363636363636,1.0,2.8267555555555557,52.89017341040461,24826.76056338028,0.2401,Medium Risk
SH001135,2024-10-29,2024,10,October,4,L010,Nevada,Tennessee,Upstream Supply,Battery Hub,Low,High,High,Medium,C02,Titan Logistics,Premium / High Reliability,1750,12830.0,4,4,5786.22,5995.89,209.67,1,0,0.69,High,0.96996996996997,0.08408408408408409,0.7894736842105263,0.23684210526315788,0.9166666666666666,3.306411428571429,64.31623931623928,18594.202898550728,0.3605,High Risk
SH001093,2024-10-29,2024,10,October,4,L006,Nevada,Georgia,Upstream Supply,Battery Hub,Low,High,High,Medium,C03,BlueRoute Transport,Balanced Performer,1900,14138.0,5,4,5786.87,6230.25,443.38,1,0,0.67,Medium,0.9539473684210527,0.07236842105263158,0.7368421052631579,0.39473684210526316,1.0,3.045721052631579,111.65703275529862,21101.492537313432,0.3515,High Risk
SH001008,2024-10-29,2024,10,October,4,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,1200,22597.0,3,3,3145.73,3235.34,89.61,1,0,0.83,High,0.8413461538461539,0.125,0.9171597633136095,0.01775147928994083,0.8333333333333334,2.6214416666666667,228.8065843621399,27225.30120481928,0.3814,High Risk
SH001044,2024-10-29,2024,10,October,4,L002,Texas,Michigan,Processing Hub,EV Manufacturing Hub,High,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,1350,22958.0,3,3,3700.93,3094.06,-606.87,1,1,0.77,High,0.8421052631578947,0.12440191387559808,0.9411764705882353,0.029411764705882353,0.8636363636363636,2.7414296296296294,257.4074074074074,29815.584415584413,0.4632,High Risk
SH001021,2024-10-29,2024,10,October,4,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,1200,25284.0,3,3,3036.22,2888.8,-147.42,1,0,0.92,High,0.9540983606557377,0.07213114754098361,0.9176470588235294,0.01764705882352941,0.9210526315789473,2.530183333333333,70.5202312138728,27482.608695652172,0.1577,Medium Risk
SH001063,2024-10-29,2024,10,October,4,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,700,14420.0,2,1,1713.2,1663.57,-49.63,1,0,0.72,High,0.9081632653061225,0.08163265306122448,0.9724770642201835,-0.1651376146788991,1.0,2.4474285714285715,85.23489932885903,20027.777777777777,0.1931,Medium Risk
SH001126,2024-10-30,2024,10,October,4,L009,Georgia,Michigan,Battery Hub,EV Manufacturing Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,850,20533.0,2,2,2503.02,2614.55,111.53,1,0,0.75,High,0.9700598802395209,0.08383233532934131,0.9196428571428571,0.08035714285714286,1.0,2.944729411764706,31.239316239316224,27377.333333333332,0.0616,Low Risk
SH001114,2024-10-30,2024,10,October,4,L008,North Carolina,Tennessee,Processing Hub,EV Manufacturing Hub,Medium,High,Low,Medium,C02,Titan Logistics,Premium / High Reliability,450,19281.0,1,1,1165.49,1235.22,69.73,1,0,0.82,Medium,0.9701492537313433,0.08358208955223881,0.9733333333333334,0.05333333333333334,1.0,2.589977777777778,16.53846153846153,23513.414634146342,0.0574,Low Risk
SH001102,2024-10-30,2024,10,October,4,L007,Texas,Georgia,Processing Hub,Battery Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,800,17417.0,2,1,2220.85,2158.75,-62.1,1,0,0.79,High,0.9702380952380952,0.08333333333333333,0.9326923076923077,-0.028846153846153848,0.9583333333333334,2.7760625,29.401709401709386,22046.835443037973,0.0274,Low Risk
SH001099,2024-10-30,2024,10,October,4,L007,Texas,Georgia,Processing Hub,Battery Hub,Medium,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,800,19532.0,2,2,1957.17,1867.96,-89.21,1,0,0.85,High,0.9084745762711864,0.08135593220338982,0.9333333333333333,-0.0380952380952381,0.9714285714285714,2.4464625,97.41131351869603,22978.823529411766,0.4092,High Risk
SH001003,2024-10-31,2024,10,October,4,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,1200,20862.0,3,3,2969.49,3048.95,79.46,1,0,0.89,High,0.9087837837837838,0.08108108108108109,0.9181286549707602,0.017543859649122806,0.92,2.4745749999999997,146.11697027804405,23440.449438202246,0.2659,Medium Risk
SH001057,2024-10-31,2024,10,October,4,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C04,Velocity Haul,Exception-Prone Carrier,250,15944.0,1,1,592.32,580.88,-11.44,1,0,0.76,Medium,0.8428571428571429,0.12857142857142856,0.967032967032967,0.03296703296703297,1.0,2.3692800000000003,47.66803840877915,20978.947368421053,0.133,Low Risk
SH001098,2024-10-31,2024,10,October,4,L007,Texas,Georgia,Processing Hub,Battery Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,800,17331.0,2,2,2352.4,2376.55,24.15,1,0,0.74,High,0.9703264094955489,0.0830860534124629,0.9339622641509434,-0.03773584905660377,0.96,2.9405,29.401709401709386,23420.27027027027,0.0324,Low Risk
SH001103,2024-10-31,2024,10,October,4,L007,Texas,Georgia,Processing Hub,Battery Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,800,20876.0,2,2,2304.7,2431.69,126.99,1,0,0.8,High,0.9704142011834319,0.08284023668639054,0.9345794392523364,-0.037383177570093455,0.9615384615384616,2.8808749999999996,29.401709401709386,26095.0,0.0238,Low Risk
SH001136,2024-10-31,2024,10,October,4,L010,Nevada,Tennessee,Upstream Supply,Battery Hub,Low,High,High,Medium,C02,Titan Logistics,Premium / High Reliability,1750,11908.0,4,6,5908.62,6950.82,1042.2,0,1,0.63,High,0.9705014749262537,0.08259587020648967,0.7948717948717948,0.23076923076923078,0.9230769230769231,3.3763542857142856,64.31623931623928,18901.5873015873,0.7086,Critical Risk
SH001137,2024-10-31,2024,10,October,4,L010,Nevada,Tennessee,Upstream Supply,Battery Hub,Low,High,High,Medium,C02,Titan Logistics,Premium / High Reliability,1750,13394.0,4,4,6020.77,5924.27,-96.5,1,0,0.59,High,0.9676470588235294,0.08529411764705883,0.775,0.275,0.8571428571428571,3.44044,64.31623931623928,22701.69491525424,0.5384,Critical Risk
SH001140,2024-10-31,2024,10,October,4,L011,Texas,North Carolina,Processing Hub,Processing Hub,Medium,Medium,Medium,Medium,C03,BlueRoute Transport,Balanced Performer,1200,17764.0,3,4,3355.33,3987.42,632.09,0,1,0.61,Medium,0.954248366013072,0.0718954248366013,0.8941176470588236,0.047058823529411764,0.9565217391304348,2.796108333333333,70.5202312138728,29121.311475409835,0.5556,Critical Risk
SH001311,2024-11-01,2024,11,November,4,L011,Texas,North Carolina,Processing Hub,Processing Hub,Medium,Medium,Medium,Medium,C01,Apex Freight,Low Cost / Lower Reliability,1200,17620.0,3,3,3105.35,2776.85,-328.5,1,0,0.72,Medium,0.9090909090909091,0.08080808080808081,0.8837209302325582,0.05813953488372093,0.7272727272727273,2.5877916666666665,146.11697027804405,24472.222222222223,0.3935,High Risk
SH001283,2024-11-01,2024,11,November,4,L009,Georgia,Michigan,Battery Hub,EV Manufacturing Hub,Medium,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,850,20973.0,2,2,2215.89,2100.65,-115.24,1,0,0.73,High,0.8436018957345972,0.12796208530805686,0.9203539823008849,0.07964601769911504,0.8181818181818182,2.606929411764706,162.07133058984908,28730.13698630137,0.4448,High Risk
SH001236,2024-11-01,2024,11,November,4,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,900,19918.0,3,3,2203.63,2216.29,12.66,1,1,0.78,High,0.9093959731543624,0.08053691275167785,0.9365079365079365,-0.05555555555555555,0.9032258064516129,2.4484777777777778,109.58772770853304,25535.897435897434,0.4058,High Risk
SH001277,2024-11-01,2024,11,November,4,L009,Georgia,Michigan,Battery Hub,EV Manufacturing Hub,Medium,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,850,23163.0,2,2,2149.46,2199.89,50.43,1,0,0.87,High,0.8443396226415094,0.12735849056603774,0.9210526315789473,0.07894736842105263,0.8260869565217391,2.528776470588235,162.07133058984908,26624.137931034482,0.4625,High Risk
SH001197,2024-11-01,2024,11,November,4,L002,Texas,Michigan,Processing Hub,EV Manufacturing Hub,High,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,1350,20454.0,3,3,3580.13,3641.22,61.09,1,0,0.79,High,0.9511400651465798,0.0749185667752443,0.9416058394160584,0.029197080291970802,0.9523809523809523,2.6519481481481484,79.33526011560691,25891.139240506327,0.3047,High Risk
SH001194,2024-11-01,2024,11,November,4,L002,Texas,Michigan,Processing Hub,EV Manufacturing Hub,High,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,1350,16544.0,3,3,3964.76,3624.48,-340.28,1,0,0.67,High,0.967741935483871,0.08504398826979472,0.9420289855072463,0.028985507246376812,0.9534883720930233,2.9368592592592595,49.61538461538459,24692.537313432833,0.2395,Medium Risk
SH001161,2024-11-01,2024,11,November,4,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,1200,19603.0,3,3,3210.47,3237.38,26.91,1,0,0.93,High,0.9512987012987013,0.07467532467532467,0.9186046511627907,0.01744186046511628,0.9230769230769231,2.6753916666666666,70.5202312138728,21078.49462365591,0.1455,Low Risk
SH001217,2024-11-01,2024,11,November,4,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,700,23924.0,2,2,1676.54,1642.32,-34.22,1,0,0.65,High,0.9096989966555183,0.08361204013377926,0.9727272727272728,-0.17272727272727273,1.0,2.395057142857143,85.23489932885903,36806.153846153844,0.3445,High Risk
SH001169,2024-11-02,2024,11,November,4,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,1200,18916.0,3,3,3123.9,2978.32,-145.58,1,0,0.87,High,0.9514563106796117,0.0744336569579288,0.9190751445086706,0.017341040462427744,0.925,2.60325,70.5202312138728,21742.528735632182,0.1396,Low Risk
SH001175,2024-11-02,2024,11,November,4,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,1200,16456.0,3,3,3429.39,3504.58,75.19,1,0,0.97,High,0.9678362573099415,0.0847953216374269,0.9195402298850575,0.017241379310344827,0.9777777777777777,2.857825,44.10256410256408,16964.94845360825,0.0795,Low Risk
SH001184,2024-11-02,2024,11,November,4,L002,Texas,Michigan,Processing Hub,EV Manufacturing Hub,High,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,1350,23058.0,3,3,3517.27,4059.22,541.95,1,0,0.85,High,0.91,0.08333333333333333,0.9424460431654677,0.02877697841726619,0.9655172413793104,2.605385185185185,164.38159156279954,27127.058823529413,0.3618,High Risk
SH001207,2024-11-02,2024,11,November,4,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C03,BlueRoute Transport,Balanced Performer,250,16171.0,1,1,604.36,615.46,11.1,1,0,0.85,Medium,0.9516129032258065,0.07419354838709677,0.967391304347826,0.03260869565217391,0.9615384615384616,2.41744,14.691714836223502,19024.70588235294,0.0646,Low Risk
SH001221,2024-11-02,2024,11,November,4,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,700,16086.0,2,1,1720.03,1517.3,-202.73,1,0,0.73,High,0.9102990033222591,0.08305647840531562,0.972972972972973,-0.17117117117117117,1.0,2.457185714285714,85.23489932885903,22035.616438356166,0.2772,Medium Risk
SH001279,2024-11-02,2024,11,November,4,L009,Georgia,Michigan,Battery Hub,EV Manufacturing Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,850,22446.0,2,2,2524.15,2545.89,21.74,1,0,0.78,High,0.967930029154519,0.08454810495626822,0.9217391304347826,0.0782608695652174,1.0,2.969588235294118,31.239316239316224,28776.923076923074,0.0599,Low Risk
SH001287,2024-11-02,2024,11,November,4,L009,Georgia,Michigan,Battery Hub,EV Manufacturing Hub,Medium,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,850,17875.0,2,4,2176.4,2635.05,458.65,0,0,0.81,High,0.8450704225352113,0.1267605633802817,0.9224137931034483,0.07758620689655173,0.8333333333333334,2.5604705882352943,162.07133058984908,22067.9012345679,0.6976,Critical Risk
SH001317,2024-11-02,2024,11,November,4,L012,Georgia,Texas,Battery Hub,Processing Hub,Low,Medium,Medium,Medium,C01,Apex Freight,Low Cost / Lower Reliability,900,14950.0,3,4,2212.24,2415.4,203.16,0,1,0.59,Medium,0.9105960264900662,0.08278145695364239,0.9464285714285714,-0.03571428571428571,0.9375,2.458044444444444,109.58772770853304,25338.98305084746,0.4063,High Risk
SH001319,2024-11-02,2024,11,November,4,L012,Georgia,Texas,Battery Hub,Processing Hub,Low,Medium,Medium,Medium,C01,Apex Freight,Low Cost / Lower Reliability,900,12850.0,3,4,2379.6,2865.84,486.24,0,0,0.62,Medium,0.9075907590759076,0.0858085808580858,0.9298245614035088,-0.017543859649122806,0.8823529411764706,2.6439999999999997,109.58772770853304,20725.8064516129,0.6727,Critical Risk
SH001250,2024-11-03,2024,11,November,4,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,900,21770.0,3,3,2246.29,2273.35,27.06,1,0,0.67,High,0.9517684887459807,0.07395498392282958,0.937007874015748,-0.05511811023622047,0.9090909090909091,2.495877777777778,52.89017341040461,32492.537313432833,0.2558,Medium Risk
SH001237,2024-11-04,2024,11,November,4,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,900,17610.0,3,3,2259.03,2226.06,-32.97,1,0,0.71,High,0.9519230769230769,0.07371794871794872,0.9375,-0.0546875,0.9117647058823529,2.5100333333333333,52.89017341040461,24802.816901408452,0.2933,Medium Risk
SH001230,2024-11-04,2024,11,November,4,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,700,19150.0,2,2,1679.83,1736.67,56.84,1,0,0.69,High,0.9046052631578947,0.08552631578947369,0.9732142857142857,-0.17857142857142858,1.0,2.3997571428571427,85.23489932885903,27753.6231884058,0.3372,High Risk
SH001308,2024-11-04,2024,11,November,4,L011,Texas,North Carolina,Processing Hub,Processing Hub,Medium,Medium,Medium,Medium,C01,Apex Freight,Low Cost / Lower Reliability,1200,17291.0,3,3,3132.71,2700.3,-432.41,1,0,0.74,Medium,0.9049180327868852,0.08524590163934426,0.8850574712643678,0.05747126436781609,0.7391304347826086,2.6105916666666666,146.11697027804405,23366.216216216217,0.4989,High Risk
SH001208,2024-11-04,2024,11,November,4,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C02,Titan Logistics,Premium / High Reliability,250,17667.0,1,1,665.21,640.36,-24.85,1,0,0.79,Medium,0.9680232558139535,0.08430232558139535,0.967741935483871,0.03225806451612903,0.9642857142857143,2.6608400000000003,9.188034188034184,22363.291139240504,0.0546,Low Risk
SH001180,2024-11-04,2024,11,November,4,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,1200,19339.0,3,3,3092.97,2963.28,-129.69,1,0,0.81,High,0.952076677316294,0.07348242811501597,0.92,0.017142857142857144,0.926829268292683,2.5774749999999997,70.5202312138728,23875.308641975305,0.2192,Medium Risk
SH001214,2024-11-04,2024,11,November,4,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C01,Apex Freight,Low Cost / Lower Reliability,250,16277.0,1,1,555.42,576.25,20.83,1,0,0.6,Medium,0.9052287581699346,0.08496732026143791,0.9680851063829787,0.031914893617021274,0.9444444444444444,2.2216799999999997,30.44103547459251,27128.333333333336,0.2425,Medium Risk
SH001223,2024-11-05,2024,11,November,4,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,700,17982.0,2,2,1778.95,1685.33,-93.62,1,0,0.82,High,0.8411214953271028,0.1261682242990654,0.9734513274336283,-0.17699115044247787,0.8333333333333334,2.541357142857143,133.4705075445816,21929.26829268293,0.4906,High Risk
SH001201,2024-11-06,2024,11,November,4,L002,Texas,Michigan,Processing Hub,EV Manufacturing Hub,High,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,1350,21975.0,3,3,4098.19,4014.81,-83.38,1,0,0.87,High,0.9681159420289855,0.08405797101449275,0.9428571428571428,0.02857142857142857,0.9545454545454546,3.035696296296296,49.61538461538459,25258.620689655174,0.0862,Low Risk
SH001227,2024-11-06,2024,11,November,4,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,700,18705.0,2,1,1625.76,1592.13,-33.63,1,0,0.84,High,0.9055374592833876,0.08469055374592833,0.9736842105263158,-0.17543859649122806,1.0,2.3225142857142855,85.23489932885903,22267.857142857145,0.2986,Medium Risk
SH001238,2024-11-06,2024,11,November,4,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,900,19670.0,3,3,2317.47,2390.16,72.69,1,0,0.82,High,0.9522292993630573,0.0732484076433121,0.937984496124031,-0.05426356589147287,0.9142857142857143,2.5749666666666666,52.89017341040461,23987.80487804878,0.2352,Medium Risk
SH001259,2024-11-06,2024,11,November,4,L007,Texas,Georgia,Processing Hub,Battery Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,800,20400.0,2,2,2318.61,2426.44,107.83,1,0,0.79,High,0.9682080924855492,0.0838150289017341,0.9351851851851852,-0.037037037037037035,0.9629629629629629,2.8982625,29.401709401709386,25822.78481012658,0.0326,Low Risk
